Country;Month;Parameter;Value
Nicaragua;2021-08;B.1.110.3;1
Nicaragua;2021-08;B.1.617.2;4
Nicaragua;2021-08;B.1.621;2
Nicaragua;2021-08;P.1;17
Nicaragua;2021-08;P.1.10;1
Nicaragua;2021-08;P.1.2;1
Nicaragua;2021-08;P.1.4;1
Nicaragua;2021-08;P.1.7;1
Nicaragua;2021-08;XB;1
Nicaragua;2021-09;A.2.5;3
Nicaragua;2021-09;A.2.5.2;2
Nicaragua;2021-09;AY.113;20
Nicaragua;2021-09;AY.75;1
Nicaragua;2021-09;B.1.617.2;1
Nicaragua;2021-09;P.1;3
Nicaragua;2021-09;P.1.10;1
Nicaragua;2021-10;A.2.5;1
Nicaragua;2021-10;AY.113;11
Nicaragua;2021-10;AY.75;1
Nicaragua;2021-10;B.1.617.2;1
Nicaragua;2021-10;P.1;6
Nicaragua;2021-10;P.1.4;1
Nicaragua;2021-11;AY.113;1
Nicaragua;2021-12;AY.113;4
Nicaragua;2021-12;B.1.617.2;1
Nicaragua;2021-12;BA.1;3
Nicaragua;2021-12;BA.1.1;6
Nicaragua;2021-12;BA.1.15;4
Nicaragua;2021-12;BA.1.17;2
Nicaragua;2021-12;BA.1.17.2;1
Nicaragua;2021-12;BA.1.18;1
Nicaragua;2021-12;BA.1.20;1
Nicaragua;2021-12;Unassigned;4
Nicaragua;2022-01;BA.1;3
Nicaragua;2022-01;BA.1.1;28
Nicaragua;2022-01;BA.1.15;5
Nicaragua;2022-01;BA.1.17;1
Nicaragua;2022-01;BA.1.20;1
Nicaragua;2022-01;BA.1.6;1
Nicaragua;2022-02;BA.1.1;12
Nicaragua;2022-02;BA.1.15;2
Nicaragua;2022-02;BA.1.20;1
Nicaragua;2022-02;Unassigned;1
Nicaragua;2022-03;BA.1;1
Nicaragua;2022-03;BA.1.1;13
Nicaragua;2022-03;BA.1.15;3
Nicaragua;2022-03;BA.1.18;1
Nicaragua;2022-03;BA.2.9;2
Nicaragua;2022-03;Unassigned;2
Nicaragua;2022-04;BA.1.1;2
Nicaragua;2022-04;BA.2;2
Nicaragua;2022-04;Unassigned;1
Nicaragua;2022-05;BA.2;8
Nicaragua;2022-05;BA.2.10.1;1
Nicaragua;2022-05;BA.2.12.1;1
Nicaragua;2022-05;BA.2.9;5
Nicaragua;2022-05;BA.3;2
Nicaragua;2022-05;Unassigned;3
Nicaragua;2022-05;XAF;1
Nicaragua;2022-06;BA.2;22
Nicaragua;2022-06;BA.2.12.1;2
Nicaragua;2022-06;BA.2.13;2
Nicaragua;2022-06;BA.2.3;1
Nicaragua;2022-06;BA.2.9;25
Nicaragua;2022-06;Unassigned;6
Nicaragua;2022-06;XAF;1
Nicaragua;2022-07;BA.2;1
Nicaragua;2022-08;BA.2;1
Nicaragua;2022-08;BA.2.9;1
Nicaragua;2022-08;BA.4.1;1
Nicaragua;2022-08;BA.4.6;1
Nicaragua;2022-08;BA.5;1
Nicaragua;2022-08;BA.5.1;1
Nicaragua;2022-08;BA.5.1.23;1
Nicaragua;2022-08;BA.5.2;2
Nicaragua;2022-08;BA.5.2.23;12
Nicaragua;2022-09;BA.4.6.5;1
Nicaragua;2022-09;BA.5.2;1
Nicaragua;2022-09;BA.5.2.23;6
Nicaragua;2022-10;BA.4.1;1
Nicaragua;2022-10;BA.5.2.23;26
Nicaragua;2022-11;BA.2;2
Nicaragua;2022-11;BA.5.2.23;6
Nicaragua;2022-11;BQ.1.1;3
Nicaragua;2022-11;BQ.1.1.4;1
Nicaragua;2022-11;XBB.1;10
Nicaragua;2022-12;BA.5.2.23;3
Nicaragua;2022-12;BQ.1.1.4;1
Nicaragua;2022-12;Unassigned;3
Nicaragua;2022-12;XBB.1;77
Panama;2020-02;A.1;1
Panama;2020-02;A.2;3
Panama;2020-02;A.2.4;3
Panama;2020-02;B;1
Panama;2020-03;A;4
Panama;2020-03;A.1;9
Panama;2020-03;A.2;46
Panama;2020-03;A.2.4;80
Panama;2020-03;A.3;6
Panama;2020-03;A.5;1
Panama;2020-03;B.1;37
Panama;2020-03;B.1.1;1
Panama;2020-03;B.1.111;1
Panama;2020-03;B.1.510;1
Panama;2020-03;B.40;1
Panama;2020-03;Unassigned;9
Panama;2020-04;A;1
Panama;2020-04;A.2;21
Panama;2020-04;A.2.2;1
Panama;2020-04;A.2.4;107
Panama;2020-04;A.2.5;3
Panama;2020-04;A.2.5.1;1
Panama;2020-04;A.2.5.2;1
Panama;2020-04;A.3;11
Panama;2020-04;B.1;40
Panama;2020-04;B.1.1;2
Panama;2020-04;B.1.111;1
Panama;2020-04;Unassigned;7
Panama;2020-05;A.2;3
Panama;2020-05;A.2.4;64
Panama;2020-05;A.2.5;1
Panama;2020-05;A.2.5.1;1
Panama;2020-05;A.3;2
Panama;2020-05;B.1;30
Panama;2020-05;B.1.111;1
Panama;2020-05;B.1.540;1
Panama;2020-05;Unassigned;1
Panama;2020-06;A.2;3
Panama;2020-06;A.2.4;71
Panama;2020-06;A.2.5;2
Panama;2020-06;B;1
Panama;2020-06;B.1;19
Panama;2020-06;B.1.547;20
Panama;2020-07;A.2;11
Panama;2020-07;A.2.4;34
Panama;2020-07;A.2.5;15
Panama;2020-07;A.2.5.2;2
Panama;2020-07;B.1;50
Panama;2020-07;B.1.547;5
Panama;2020-09;A.2;1
Panama;2020-09;A.2.4;8
Panama;2020-09;A.2.5;2
Panama;2020-09;B.1;97
Panama;2020-09;B.1.199;3
Panama;2020-09;B.1.256;1
Panama;2020-09;B.1.547;4
Panama;2020-09;B.1.77;1
Panama;2020-09;B.1;36
Panama;2020-09;B.1.547;1
Panama;2020-10;A.2.4;1
Panama;2020-10;A.2.5;2
Panama;2020-10;B.1;26
Panama;2020-10;B.1.248;2
Panama;2020-10;B.1.547;4
Panama;2020-10;B.1.78;3
Panama;2020-11;A.2.4;1
Panama;2020-11;A.2.5;6
Panama;2020-11;B.1;5
Panama;2020-11;B.1.111;1
Panama;2020-11;Unassigned;1
Panama;2020-12;A.2;2
Panama;2020-12;A.2.4;7
Panama;2020-12;A.2.5;38
Panama;2020-12;A.2.5.1;2
Panama;2020-12;A.2.5.2;5
Panama;2020-12;B.1;19
Panama;2020-12;B.1.2;1
Panama;2020-12;B.1.203;1
Panama;2020-12;B.1.547;1
Panama;2021-01;A.2;1
Panama;2021-01;A.2.4;4
Panama;2021-01;A.2.5;78
Panama;2021-01;A.2.5.1;2
Panama;2021-01;A.2.5.2;16
Panama;2021-01;B.1;9
Panama;2021-01;B.1.1.28;2
Panama;2021-01;B.1.203;1
Panama;2021-01;B.1.234;1
Panama;2021-01;B.1.351;2
Panama;2021-01;B.1.547;1
Panama;2021-01;Unassigned;1
Panama;2021-02;A.2.4;4
Panama;2021-02;A.2.5;91
Panama;2021-02;A.2.5.2;15
Panama;2021-02;P.1;2
Panama;2021-02;P.2;1
Panama;2021-03;A.2.4;1
Panama;2021-03;A.2.5;116
Panama;2021-03;A.2.5.1;20
Panama;2021-03;A.2.5.2;18
Panama;2021-03;B.1;1
Panama;2021-03;B.1.1.328;1
Panama;2021-03;B.1.1.348;4
Panama;2021-03;B.1.1.7;3
Panama;2021-03;B.1.2;1
Panama;2021-03;B.1.429;1
Panama;2021-03;B.1.575;1
Panama;2021-03;B.1.621;1
Panama;2021-03;B.1.623;1
Panama;2021-03;B.1.637;1
Panama;2021-03;C.37;2
Panama;2021-03;P.1;18
Panama;2021-03;P.2;2
Panama;2021-04;A.2.5;70
Panama;2021-04;A.2.5.1;23
Panama;2021-04;A.2.5.2;11
Panama;2021-04;B.1;3
Panama;2021-04;B.1.1;1
Panama;2021-04;B.1.1.348;2
Panama;2021-04;B.1.1.519;1
Panama;2021-04;B.1.1.7;25
Panama;2021-04;B.1.427;1
Panama;2021-04;B.1.526;2
Panama;2021-04;B.1.617.2;1
Panama;2021-04;B.1.621;14
Panama;2021-04;B.1.621.1;1
Panama;2021-04;B.1.625;6
Panama;2021-04;C.37;9
Panama;2021-04;N.5;2
Panama;2021-04;P.1;21
Panama;2021-04;P.1.15;1
Panama;2021-04;P.1.7;1
Panama;2021-05;A.2.5;74
Panama;2021-05;A.2.5.1;12
Panama;2021-05;A.2.5.2;10
Panama;2021-05;B.1.1.7;63
Panama;2021-05;B.1.575;2
Panama;2021-05;B.1.617.2;4
Panama;2021-05;B.1.621;26
Panama;2021-05;B.1.625;2
Panama;2021-05;B.1.630;1
Panama;2021-05;C.37;36
Panama;2021-05;P.1;45
Panama;2021-05;Q.4;1
Panama;2021-06;A.2.5;22
Panama;2021-06;A.2.5.1;3
Panama;2021-06;A.2.5.2;5
Panama;2021-06;AY.38;1
Panama;2021-06;B.1.1.528;1
Panama;2021-06;B.1.1.7;48
Panama;2021-06;B.1.621;65
Panama;2021-06;B.1.625;3
Panama;2021-06;B.1.634;1
Panama;2021-06;C.1.2;1
Panama;2021-06;C.37;21
Panama;2021-06;P.1;30
Panama;2021-06;P.1.12;1
Panama;2021-06;Q.4;1
Panama;2021-06;Unassigned;1
Panama;2021-07;A.2.5;24
Panama;2021-07;A.2.5.1;2
Panama;2021-07;A.2.5.2;1
Panama;2021-07;AY.100;2
Panama;2021-07;AY.113;2
Panama;2021-07;AY.116;1
Panama;2021-07;AY.122;2
Panama;2021-07;AY.13;1
Panama;2021-07;AY.20;3
Panama;2021-07;AY.25.1;3
Panama;2021-07;AY.26;2
Panama;2021-07;AY.44;1
Panama;2021-07;AY.75;2
Panama;2021-07;B.1.1.7;29
Panama;2021-07;B.1.617.2;1
Panama;2021-07;B.1.621;109
Panama;2021-07;B.1.621.1;2
Panama;2021-07;B.1.625;1
Panama;2021-07;C.37;34
Panama;2021-07;P.1;62
Panama;2021-07;P.1.4;1
Panama;2021-07;Q.4;1
Panama;2021-07;Unassigned;1
Panama;2021-08;A.2.5;8
Panama;2021-08;A.2.5.2;1
Panama;2021-08;AY.100;9
Panama;2021-08;AY.113;23
Panama;2021-08;AY.118;1
Panama;2021-08;AY.119;1
Panama;2021-08;AY.119.2;1
Panama;2021-08;AY.122;4
Panama;2021-08;AY.13;2
Panama;2021-08;AY.20;6
Panama;2021-08;AY.25;2
Panama;2021-08;AY.25.1;3
Panama;2021-08;AY.26;3
Panama;2021-08;AY.3;2
Panama;2021-08;AY.39;2
Panama;2021-08;AY.42;1
Panama;2021-08;AY.44;4
Panama;2021-08;AY.45;1
Panama;2021-08;AY.47;1
Panama;2021-08;AY.5;1
Panama;2021-08;AY.59;1
Panama;2021-08;AY.98.1;4
Panama;2021-08;B.1.1.7;14
Panama;2021-08;B.1.617.2;5
Panama;2021-08;B.1.621;149
Panama;2021-08;B.1.621.1;3
Panama;2021-08;C.37;26
Panama;2021-08;P.1;30
Panama;2021-08;P.1.4;1
Panama;2021-08;P.1.7;2
Panama;2021-09;AY.100;9
Panama;2021-09;AY.101;5
Panama;2021-09;AY.103;2
Panama;2021-09;AY.113;53
Panama;2021-09;AY.119;2
Panama;2021-09;AY.119.1;2
Panama;2021-09;AY.119.2;12
Panama;2021-09;AY.122;8
Panama;2021-09;AY.13;10
Panama;2021-09;AY.20;2
Panama;2021-09;AY.25.1;7
Panama;2021-09;AY.26;4
Panama;2021-09;AY.34.1.1;1
Panama;2021-09;AY.39;2
Panama;2021-09;AY.43;1
Panama;2021-09;AY.44;22
Panama;2021-09;AY.47;1
Panama;2021-09;AY.9.2;4
Panama;2021-09;AY.98.1;25
Panama;2021-09;B.1.1;1
Panama;2021-09;B.1.1.7;2
Panama;2021-09;B.1.617.2;9
Panama;2021-09;B.1.621;75
Panama;2021-09;C.37;1
Panama;2021-09;P.1;2
Panama;2021-09;P.1.7.1;1
Panama;2021-10;AY.100;12
Panama;2021-10;AY.101;6
Panama;2021-10;AY.103;4
Panama;2021-10;AY.113;53
Panama;2021-10;AY.116;1
Panama;2021-10;AY.118;2
Panama;2021-10;AY.119;1
Panama;2021-10;AY.119.2;14
Panama;2021-10;AY.122;8
Panama;2021-10;AY.122.4;1
Panama;2021-10;AY.124.1;1
Panama;2021-10;AY.125;2
Panama;2021-10;AY.13;8
Panama;2021-10;AY.20;5
Panama;2021-10;AY.25.1;13
Panama;2021-10;AY.26;2
Panama;2021-10;AY.3;3
Panama;2021-10;AY.35;2
Panama;2021-10;AY.43;2
Panama;2021-10;AY.43.3;1
Panama;2021-10;AY.44;6
Panama;2021-10;AY.59;1
Panama;2021-10;AY.75;5
Panama;2021-10;AY.9.2;2
Panama;2021-10;AY.98.1;23
Panama;2021-10;B.1.617.2;11
Panama;2021-10;B.1.621;13
Panama;2021-10;C.37;1
Panama;2021-10;P.1.7;2
Panama;2021-11;AY.100;4
Panama;2021-11;AY.113;15
Panama;2021-11;AY.117;1
Panama;2021-11;AY.118;20
Panama;2021-11;AY.119;4
Panama;2021-11;AY.119.1;3
Panama;2021-11;AY.119.2;21
Panama;2021-11;AY.120.1;1
Panama;2021-11;AY.121;1
Panama;2021-11;AY.122;13
Panama;2021-11;AY.122.4;7
Panama;2021-11;AY.124.1;3
Panama;2021-11;AY.125;1
Panama;2021-11;AY.13;2
Panama;2021-11;AY.20;7
Panama;2021-11;AY.25.1;4
Panama;2021-11;AY.26;2
Panama;2021-11;AY.35;1
Panama;2021-11;AY.4;3
Panama;2021-11;AY.42;1
Panama;2021-11;AY.43;2
Panama;2021-11;AY.43.3;2
Panama;2021-11;AY.44;3
Panama;2021-11;AY.98.1;9
Panama;2021-11;AY.99.2;1
Panama;2021-11;B.1.617.2;32
Panama;2021-11;B.1.621;6
Panama;2021-11;P.1.7;1
Panama;2021-12;AY.100;6
Panama;2021-12;AY.101;6
Panama;2021-12;AY.103;5
Panama;2021-12;AY.113;6
Panama;2021-12;AY.118;55
Panama;2021-12;AY.119;1
Panama;2021-12;AY.119.1;1
Panama;2021-12;AY.119.2;91
Panama;2021-12;AY.122;2
Panama;2021-12;AY.122.4;19
Panama;2021-12;AY.124.1;1
Panama;2021-12;AY.127;1
Panama;2021-12;AY.13;1
Panama;2021-12;AY.20;3
Panama;2021-12;AY.25;1
Panama;2021-12;AY.25.1;6
Panama;2021-12;AY.25.1.2;6
Panama;2021-12;AY.35;1
Panama;2021-12;AY.39;1
Panama;2021-12;AY.4;10
Panama;2021-12;AY.42;6
Panama;2021-12;AY.43;1
Panama;2021-12;AY.43.3;4
Panama;2021-12;AY.44;2
Panama;2021-12;AY.73;1
Panama;2021-12;AY.98.1;3
Panama;2021-12;B.1.617.2;22
Panama;2021-12;BA.1;21
Panama;2021-12;BA.1.1;85
Panama;2021-12;BA.1.1.1;2
Panama;2021-12;BA.1.1.10;2
Panama;2021-12;BA.1.1.16;30
Panama;2021-12;BA.1.15;23
Panama;2021-12;BA.1.17;12
Panama;2021-12;BA.1.17.2;1
Panama;2021-12;BA.1.18;6
Panama;2021-12;BA.1.20;1
Panama;2022-01;AY.118;9
Panama;2022-01;AY.119.1;1
Panama;2022-01;AY.119.2;2
Panama;2022-01;AY.4;1
Panama;2022-01;AY.43.3;5
Panama;2022-01;AY.98.1;2
Panama;2022-01;B.1.1.529;3
Panama;2022-01;BA.1;26
Panama;2022-01;BA.1.1;198
Panama;2022-01;BA.1.1.1;1
Panama;2022-01;BA.1.1.16;82
Panama;2022-01;BA.1.1.18;1
Panama;2022-01;BA.1.15;31
Panama;2022-01;BA.1.17;27
Panama;2022-01;BA.1.17.2;2
Panama;2022-01;BA.1.18;13
Panama;2022-01;BA.1.20;1
Panama;2022-01;BA.1.6;4
Panama;2022-01;BA.2;1
Panama;2022-02;AY.100;1
Panama;2022-02;BA.1;11
Panama;2022-02;BA.1.1;131
Panama;2022-02;BA.1.1.16;49
Panama;2022-02;BA.1.1.7;1
Panama;2022-02;BA.1.15;11
Panama;2022-02;BA.1.17;27
Panama;2022-02;BA.1.17.2;5
Panama;2022-02;BA.1.18;3
Panama;2022-02;BA.1.20;2
Panama;2022-02;BA.1.6;1
Panama;2022-02;BA.2;4
Panama;2022-02;BA.2.10;1
Panama;2022-02;BA.2.3;1
Panama;2022-02;BA.2.9;1
Panama;2022-02;Unassigned;4
Panama;2022-03;BA.1;5
Panama;2022-03;BA.1.1;84
Panama;2022-03;BA.1.1.16;26
Panama;2022-03;BA.1.15;3
Panama;2022-03;BA.1.17;4
Panama;2022-03;BA.1.18;2
Panama;2022-03;BA.1.20;2
Panama;2022-03;BA.2;26
Panama;2022-03;BA.2.21;1
Panama;2022-03;BA.2.3;5
Panama;2022-03;BA.2.6;1
Panama;2022-03;BA.2.9;2
Panama;2022-03;XAM;6
Panama;2022-04;B.1.1.529;1
Panama;2022-04;BA.1.1;19
Panama;2022-04;BA.1.1.16;5
Panama;2022-04;BA.1.15;4
Panama;2022-04;BA.1.17;8
Panama;2022-04;BA.1.20;1
Panama;2022-04;BA.2;90
Panama;2022-04;BA.2.10;7
Panama;2022-04;BA.2.12.1;2
Panama;2022-04;BA.2.3;3
Panama;2022-04;BA.2.38;1
Panama;2022-04;BA.2.65;3
Panama;2022-04;BA.2.9;11
Panama;2022-04;Unassigned;1
Panama;2022-04;XAF;12
Panama;2022-04;XAM;60
Panama;2022-05;BA.1.1;2
Panama;2022-05;BA.1.1.16;4
Panama;2022-05;BA.1.17;1
Panama;2022-05;BA.2;114
Panama;2022-05;BA.2.1;3
Panama;2022-05;BA.2.10;11
Panama;2022-05;BA.2.12.1;17
Panama;2022-05;BA.2.3;15
Panama;2022-05;BA.2.38;1
Panama;2022-05;BA.2.65;5
Panama;2022-05;BA.2.7;2
Panama;2022-05;BA.2.72;2
Panama;2022-05;BA.2.9;30
Panama;2022-05;BA.5.1;1
Panama;2022-05;BA.5.2;2
Panama;2022-05;XAF;41
Panama;2022-05;XAM;123
Panama;2022-06;BA.1.1.16;4
Panama;2022-06;BA.1.17;1
Panama;2022-06;BA.2;52
Panama;2022-06;BA.2.1;1
Panama;2022-06;BA.2.10;4
Panama;2022-06;BA.2.12;2
Panama;2022-06;BA.2.12.1;48
Panama;2022-06;BA.2.3;7
Panama;2022-06;BA.2.38;1
Panama;2022-06;BA.2.60;3
Panama;2022-06;BA.2.65;2
Panama;2022-06;BA.2.72;1
Panama;2022-06;BA.2.9;16
Panama;2022-06;BA.2.9.7;1
Panama;2022-06;BA.4;7
Panama;2022-06;BA.4.1;10
Panama;2022-06;BA.4.2;1
Panama;2022-06;BA.5.1;27
Panama;2022-06;BA.5.2;71
Panama;2022-06;BA.5.2.1;5
Panama;2022-06;BA.5.2.28;1
Panama;2022-06;BA.5.3.1;2
Panama;2022-06;BA.5.5;1
Panama;2022-06;BA.5.6;1
Panama;2022-06;BE.1.2;1
Panama;2022-06;XAF;25
Panama;2022-06;XAM;119
Panama;2022-07;BA.2;4
Panama;2022-07;BA.2.12;1
Panama;2022-07;BA.2.12.1;12
Panama;2022-07;BA.2.72;1
Panama;2022-07;BA.2.9;2
Panama;2022-07;BA.4.1;4
Panama;2022-07;BA.4.4;2
Panama;2022-07;BA.5;8
Panama;2022-07;BA.5.1;26
Panama;2022-07;BA.5.1.1;1
Panama;2022-07;BA.5.1.23;2
Panama;2022-07;BA.5.2;102
Panama;2022-07;BA.5.2.1;12
Panama;2022-07;BA.5.2.9;2
Panama;2022-07;BA.5.3.1;1
Panama;2022-07;BE.1;3
Panama;2022-07;BE.1.2;4
Panama;2022-07;BE.1.2.1;1
Panama;2022-07;BE.1.4;1
Panama;2022-07;BE.4;1
Panama;2022-07;BF.10;1
Panama;2022-07;XAF;3
Panama;2022-07;XAM;3
Panama;2022-08;BA.2;2
Panama;2022-08;BA.2.12.1;2
Panama;2022-08;BA.4;2
Panama;2022-08;BA.4.1;1
Panama;2022-08;BA.4.1.8;1
Panama;2022-08;BA.4.6;3
Panama;2022-08;BA.5;7
Panama;2022-08;BA.5.1;22
Panama;2022-08;BA.5.1.24;2
Panama;2022-08;BA.5.1.30;1
Panama;2022-08;BA.5.2;158
Panama;2022-08;BA.5.2.1;3
Panama;2022-08;BA.5.2.9;3
Panama;2022-08;BA.5.3.1;5
Panama;2022-08;BA.5.6;2
Panama;2022-08;BE.1;1
Panama;2022-08;BE.1.2;27
Panama;2022-08;BE.1.2.1;4
Panama;2022-08;BF.10;2
Panama;2022-08;BF.4;1
Panama;2022-08;XAF;1
Panama;2022-08;XAM;5
Panama;2022-09;BA.4;1
Panama;2022-09;BA.4.6;3
Panama;2022-09;BA.4.6.5;1
Panama;2022-09;BA.5.1;2
Panama;2022-09;BA.5.2;41
Panama;2022-09;BA.5.2.1;1
Panama;2022-09;BA.5.2.9;9
Panama;2022-09;BA.5.3.1;1
Panama;2022-09;BE.1;5
Panama;2022-09;BE.1.1.2;2
Panama;2022-09;BE.1.2;16
Panama;2022-09;BE.1.2.1;5
Panama;2022-09;BF.10;1
Panama;2022-09;BF.5;1
Panama;2022-10;BA.4.6;2
Panama;2022-10;BA.5.1.12;1
Panama;2022-10;BA.5.2;2
Panama;2022-10;BA.5.2.1;1
Panama;2022-10;BA.5.2.20;1
Panama;2022-10;BA.5.2.23;1
Panama;2022-10;BA.5.2.9;2
Panama;2022-10;BE.1.2;7
Panama;2022-10;BE.1.2.1;14
Panama;2022-11;BA.2.10.1;3
Panama;2022-11;BA.4.6;1
Panama;2022-11;BA.5.1.12;2
Panama;2022-11;BA.5.1.15;1
Panama;2022-11;BA.5.2;4
Panama;2022-11;BA.5.2.1;1
Panama;2022-11;BA.5.2.23;1
Panama;2022-11;BE.1;1
Panama;2022-11;BE.1.1;1
Panama;2022-11;BE.1.2;10
Panama;2022-11;BE.1.2.1;47
Panama;2022-11;BF.4;1
Panama;2022-11;BF.7;1
Panama;2022-11;BF.7.5;1
Panama;2022-11;BN.1.3.1;3
Panama;2022-11;BQ.1.1;84
Panama;2022-11;BQ.1.1.16;1
Panama;2022-11;BQ.1.1.18;11
Panama;2022-11;BQ.1.1.23;1
Panama;2022-11;BQ.1.1.24;7
Panama;2022-11;BQ.1.1.4;4
Panama;2022-11;BQ.1.1.6;25
Panama;2022-11;BQ.1.1.7;1
Panama;2022-11;BQ.1.1.8;5
Panama;2022-11;BQ.1.1.9;2
Panama;2022-11;BQ.1.9;1
Panama;2022-11;XBB.1;1
Panama;2022-12;BA.2.10.1;3
Panama;2022-12;BA.4.1;1
Panama;2022-12;BA.5.1.12;1
Panama;2022-12;BE.1.2;1
Panama;2022-12;BE.1.2.1;9
Panama;2022-12;BN.1.3.1;4
Panama;2022-12;BQ.1;1
Panama;2022-12;BQ.1.1;53
Panama;2022-12;BQ.1.1.1;1
Panama;2022-12;BQ.1.1.11;1
Panama;2022-12;BQ.1.1.18;10
Panama;2022-12;BQ.1.1.24;14
Panama;2022-12;BQ.1.1.32;2
Panama;2022-12;BQ.1.1.4;3
Panama;2022-12;BQ.1.1.6;18
Panama;2022-12;BQ.1.1.7;1
Panama;2022-12;BQ.1.1.9;2
Panama;2022-12;BQ.1.10;1
Panama;2022-12;BQ.1.11;1
Panama;2022-12;CK.1;1
Panama;2022-12;DJ.1.1;1
Panama;2022-12;XBB.1;1
Panama;2022-12;XBB.2;1
Panama;2023-01;BA.2.10.1;1
Panama;2023-01;BQ.1.1.10;1
Panama;2023-01;BQ.1.1.18;1
Panama;2023-01;BQ.1.1.23;1
Panama;2023-01;BQ.1.1.6;6
Panama;2023-01;XBB.1;5
Panama;2023-01;XBB.1.5;1
