Country;Month;Parameter;Value
Belize;2020-02;case_number;0
Belize;2020-03;case_number;2
Belize;2020-04;case_number;16
Belize;2020-05;case_number;0
Belize;2020-06;case_number;6
Belize;2020-07;case_number;24
Belize;2020-08;case_number;822
Belize;2020-09;case_number;938
Belize;2020-10;case_number;1242
Belize;2020-11;case_number;2537
Belize;2020-12;case_number;4903
Belize;2021-01;case_number;1387
Belize;2021-02;case_number;416
Belize;2021-03;case_number;122
Belize;2021-04;case_number;184
Belize;2021-05;case_number;192
Belize;2021-06;case_number;346
Belize;2021-07;case_number;780
Belize;2021-08;case_number;2095
Belize;2021-09;case_number;3588
Belize;2021-10;case_number;7198
Belize;2021-11;case_number;3367
Belize;2021-12;case_number;1338
Belize;2022-01;case_number;18984
Belize;2022-02;case_number;6110
Belize;2022-03;case_number;634
Belize;2022-04;case_number;190
Belize;2022-05;case_number;1630
Belize;2022-06;case_number;3988
Belize;2022-07;case_number;4074
Belize;2022-08;case_number;1076
Belize;2022-09;case_number;597
Belize;2022-10;case_number;159
Belize;2022-11;case_number;69
Belize;2022-12;case_number;663
Belize;2023-01;case_number;935
Costa Rica;2020-02;case_number;0
Costa Rica;2020-03;case_number;263
Costa Rica;2020-04;case_number;424
Costa Rica;2020-05;case_number;335
Costa Rica;2020-06;case_number;1814
Costa Rica;2020-07;case_number;10833
Costa Rica;2020-08;case_number;24816
Costa Rica;2020-09;case_number;32331
Costa Rica;2020-10;case_number;31010
Costa Rica;2020-11;case_number;35267
Costa Rica;2020-12;case_number;26969
Costa Rica;2021-01;case_number;29214
Costa Rica;2021-02;case_number;11065
Costa Rica;2021-03;case_number;10837
Costa Rica;2021-04;case_number;21752
Costa Rica;2021-05;case_number;77172
Costa Rica;2021-06;case_number;46903
Costa Rica;2021-07;case_number;37603
Costa Rica;2021-08;case_number;57176
Costa Rica;2021-09;case_number;65398
Costa Rica;2021-10;case_number;38516
Costa Rica;2021-11;case_number;6862
Costa Rica;2021-12;case_number;2963
Costa Rica;2022-01;case_number;112957
Costa Rica;2022-02;case_number;119992
Costa Rica;2022-03;case_number;32254
Costa Rica;2022-04;case_number;13058
Costa Rica;2022-05;case_number;43254
Costa Rica;2022-06;case_number;62712
Costa Rica;2022-07;case_number;90635
Costa Rica;2022-08;case_number;44331
Costa Rica;2022-09;case_number;29273
Costa Rica;2022-10;case_number;17724
Costa Rica;2022-11;case_number;10422
Costa Rica;2022-12;case_number;15552
Costa Rica;2023-01;case_number;24489
Dominican Republic;2020-02;case_number;0
Dominican Republic;2020-03;case_number;581
Dominican Republic;2020-04;case_number;5345
Dominican Republic;2020-05;case_number;10982
Dominican Republic;2020-06;case_number;13711
Dominican Republic;2020-07;case_number;30277
Dominican Republic;2020-08;case_number;32830
Dominican Republic;2020-09;case_number;17231
Dominican Republic;2020-10;case_number;13061
Dominican Republic;2020-11;case_number;18635
Dominican Republic;2020-12;case_number;23287
Dominican Republic;2021-01;case_number;46613
Dominican Republic;2021-02;case_number;26456
Dominican Republic;2021-03;case_number;12573
Dominican Republic;2021-04;case_number;12362
Dominican Republic;2021-05;case_number;26582
Dominican Republic;2021-06;case_number;31545
Dominican Republic;2021-07;case_number;17598
Dominican Republic;2021-08;case_number;9951
Dominican Republic;2021-09;case_number;7314
Dominican Republic;2021-10;case_number;24040
Dominican Republic;2021-11;case_number;25537
Dominican Republic;2021-12;case_number;7376
Dominican Republic;2022-01;case_number;138944
Dominican Republic;2022-02;case_number;21240
Dominican Republic;2022-03;case_number;3770
Dominican Republic;2022-04;case_number;1238
Dominican Republic;2022-05;case_number;4080
Dominican Republic;2022-06;case_number;19195
Dominican Republic;2022-07;case_number;26371
Dominican Republic;2022-08;case_number;9361
Dominican Republic;2022-09;case_number;7283
Dominican Republic;2022-10;case_number;2186
Dominican Republic;2022-11;case_number;2129
Dominican Republic;2022-12;case_number;8903
Dominican Republic;2023-01;case_number;1600
El Salvador;2020-02;case_number;0
El Salvador;2020-03;case_number;19
El Salvador;2020-04;case_number;255
El Salvador;2020-05;case_number;2121
El Salvador;2020-06;case_number;3332
El Salvador;2020-07;case_number;8494
El Salvador;2020-08;case_number;11316
El Salvador;2020-09;case_number;2878
El Salvador;2020-10;case_number;4170
El Salvador;2020-11;case_number;5820
El Salvador;2020-12;case_number;6214
El Salvador;2021-01;case_number;9370
El Salvador;2021-02;case_number;5877
El Salvador;2021-03;case_number;3900
El Salvador;2021-04;case_number;4552
El Salvador;2021-05;case_number;4928
El Salvador;2021-06;case_number;4238
El Salvador;2021-07;case_number;7207
El Salvador;2021-08;case_number;9369
El Salvador;2021-09;case_number;9618
El Salvador;2021-10;case_number;9744
El Salvador;2021-11;case_number;4619
El Salvador;2021-12;case_number;3700
El Salvador;2022-01;case_number;11521
El Salvador;2022-02;case_number;14524
El Salvador;2022-03;case_number;13266
El Salvador;2022-04;case_number;1037
El Salvador;2022-05;case_number;666
El Salvador;2022-06;case_number;6891
El Salvador;2022-07;case_number;21172
El Salvador;2022-08;case_number;0
El Salvador;2022-09;case_number;10967
El Salvador;2022-10;case_number;0
El Salvador;2022-11;case_number;0
El Salvador;2022-12;case_number;0
El Salvador;2023-01;case_number;0
Guatemala;2020-02;case_number;0
Guatemala;2020-03;case_number;77
Guatemala;2020-04;case_number;380
Guatemala;2020-05;case_number;4177
Guatemala;2020-06;case_number;11221
Guatemala;2020-07;case_number;28664
Guatemala;2020-08;case_number;29187
Guatemala;2020-09;case_number;16023
Guatemala;2020-10;case_number;14930
Guatemala;2020-11;case_number;17166
Guatemala;2020-12;case_number;13373
Guatemala;2021-01;case_number;23947
Guatemala;2021-02;case_number;15217
Guatemala;2021-03;case_number;18715
Guatemala;2021-04;case_number;28257
Guatemala;2021-05;case_number;32530
Guatemala;2021-06;case_number;37015
Guatemala;2021-07;case_number;59964
Guatemala;2021-08;case_number;112937
Guatemala;2021-09;case_number;84851
Guatemala;2021-10;case_number;52798
Guatemala;2021-11;case_number;16093
Guatemala;2021-12;case_number;7534
Guatemala;2022-01;case_number;60513
Guatemala;2022-02;case_number;88033
Guatemala;2022-03;case_number;49570
Guatemala;2022-04;case_number;18196
Guatemala;2022-05;case_number;17970
Guatemala;2022-06;case_number;33760
Guatemala;2022-07;case_number;144680
Guatemala;2022-08;case_number;58779
Guatemala;2022-09;case_number;22747
Guatemala;2022-10;case_number;20568
Guatemala;2022-11;case_number;12953
Guatemala;2022-12;case_number;42846
Guatemala;2023-01;case_number;30885
Honduras;2020-02;case_number;0
Honduras;2020-03;case_number;67
Honduras;2020-04;case_number;524
Honduras;2020-05;case_number;4295
Honduras;2020-06;case_number;11108
Honduras;2020-07;case_number;21565
Honduras;2020-08;case_number;21251
Honduras;2020-09;case_number;15030
Honduras;2020-10;case_number;18042
Honduras;2020-11;case_number;15252
Honduras;2020-12;case_number;11525
Honduras;2021-01;case_number;27451
Honduras;2021-02;case_number;22801
Honduras;2021-03;case_number;17426
Honduras;2021-04;case_number;19359
Honduras;2021-05;case_number;30755
Honduras;2021-06;case_number;21898
Honduras;2021-07;case_number;28286
Honduras;2021-08;case_number;48763
Honduras;2021-09;case_number;27619
Honduras;2021-10;case_number;12364
Honduras;2021-11;case_number;2507
Honduras;2021-12;case_number;1185
Honduras;2022-01;case_number;12801
Honduras;2022-02;case_number;20299
Honduras;2022-03;case_number;8448
Honduras;2022-04;case_number;1924
Honduras;2022-05;case_number;2568
Honduras;2022-06;case_number;1766
Honduras;2022-07;case_number;13022
Honduras;2022-08;case_number;14092
Honduras;2022-09;case_number;2343
Honduras;2022-10;case_number;798
Honduras;2022-11;case_number;889
Honduras;2022-12;case_number;5662
Honduras;2023-01;case_number;6871
Nicaragua;2020-02;case_number;0
Nicaragua;2020-03;case_number;2
Nicaragua;2020-04;case_number;9
Nicaragua;2020-05;case_number;874
Nicaragua;2020-06;case_number;1129
Nicaragua;2020-07;case_number;990
Nicaragua;2020-08;case_number;655
Nicaragua;2020-09;case_number;406
Nicaragua;2020-10;case_number;297
Nicaragua;2020-11;case_number;267
Nicaragua;2020-12;case_number;161
Nicaragua;2021-01;case_number;202
Nicaragua;2021-02;case_number;150
Nicaragua;2021-03;case_number;146
Nicaragua;2021-04;case_number;162
Nicaragua;2021-05;case_number;383
Nicaragua;2021-06;case_number;569
Nicaragua;2021-07;case_number;911
Nicaragua;2021-08;case_number;1554
Nicaragua;2021-09;case_number;1890
Nicaragua;2021-10;case_number;2109
Nicaragua;2021-11;case_number;464
Nicaragua;2021-12;case_number;201
Nicaragua;2022-01;case_number;150
Nicaragua;2022-02;case_number;277
Nicaragua;2022-03;case_number;264
Nicaragua;2022-04;case_number;149
Nicaragua;2022-05;case_number;137
Nicaragua;2022-06;case_number;111
Nicaragua;2022-07;case_number;188
Nicaragua;2022-08;case_number;124
Nicaragua;2022-09;case_number;114
Nicaragua;2022-10;case_number;121
Nicaragua;2022-11;case_number;66
Nicaragua;2022-12;case_number;133
Nicaragua;2023-01;case_number;204
Panama;2020-02;case_number;0
Panama;2020-03;case_number;786
Panama;2020-04;case_number;4552
Panama;2020-05;case_number;7193
Panama;2020-06;case_number;17374
Panama;2020-07;case_number;28088
Panama;2020-08;case_number;32631
Panama;2020-09;case_number;18807
Panama;2020-10;case_number;18435
Panama;2020-11;case_number;33878
Panama;2020-12;case_number;64916
Panama;2021-01;case_number;91593
Panama;2021-02;case_number;21528
Panama;2021-03;case_number;13236
Panama;2021-04;case_number;9341
Panama;2021-05;case_number;14496
Panama;2021-06;case_number;21966
Panama;2021-07;case_number;29167
Panama;2021-08;case_number;27540
Panama;2021-09;case_number;10209
Panama;2021-10;case_number;6662
Panama;2021-11;case_number;4698
Panama;2021-12;case_number;9281
Panama;2022-01;case_number;199253
Panama;2022-02;case_number;68732
Panama;2022-03;case_number;8663
Panama;2022-04;case_number;7980
Panama;2022-05;case_number;76370
Panama;2022-06;case_number;64973
Panama;2022-07;case_number;42021
Panama;2022-08;case_number;23812
Panama;2022-09;case_number;8685
Panama;2022-10;case_number;3547
Panama;2022-11;case_number;11748
Panama;2022-12;case_number;21617
Panama;2023-01;case_number;5923
Belize;2020-02;total_deaths;0
Belize;2020-03;total_deaths;0
Belize;2020-04;total_deaths;2
Belize;2020-05;total_deaths;0
Belize;2020-06;total_deaths;0
Belize;2020-07;total_deaths;0
Belize;2020-08;total_deaths;10
Belize;2020-09;total_deaths;11
Belize;2020-10;total_deaths;24
Belize;2020-11;total_deaths;94
Belize;2020-12;total_deaths;87
Belize;2021-01;total_deaths;73
Belize;2021-02;total_deaths;13
Belize;2021-03;total_deaths;3
Belize;2021-04;total_deaths;4
Belize;2021-05;total_deaths;3
Belize;2021-06;total_deaths;5
Belize;2021-07;total_deaths;3
Belize;2021-08;total_deaths;24
Belize;2021-09;total_deaths;46
Belize;2021-10;total_deaths;89
Belize;2021-11;total_deaths;79
Belize;2021-12;total_deaths;22
Belize;2022-01;total_deaths;33
Belize;2022-02;total_deaths;25
Belize;2022-03;total_deaths;4
Belize;2022-04;total_deaths;22
Belize;2022-05;total_deaths;1
Belize;2022-06;total_deaths;2
Belize;2022-07;total_deaths;1
Belize;2022-08;total_deaths;0
Belize;2022-09;total_deaths;3
Belize;2022-10;total_deaths;4
Belize;2022-11;total_deaths;1
Belize;2022-12;total_deaths;0
Belize;2023-01;total_deaths;0
Costa Rica;2020-02;total_deaths;0
Costa Rica;2020-03;total_deaths;2
Costa Rica;2020-04;total_deaths;4
Costa Rica;2020-05;total_deaths;4
Costa Rica;2020-06;total_deaths;2
Costa Rica;2020-07;total_deaths;75
Costa Rica;2020-08;total_deaths;320
Costa Rica;2020-09;total_deaths;405
Costa Rica;2020-10;total_deaths;453
Costa Rica;2020-11;total_deaths;425
Costa Rica;2020-12;total_deaths;413
Costa Rica;2021-01;total_deaths;501
Costa Rica;2021-02;total_deaths;196
Costa Rica;2021-03;total_deaths;131
Costa Rica;2021-04;total_deaths;205
Costa Rica;2021-05;total_deaths;826
Costa Rica;2021-06;total_deaths;640
Costa Rica;2021-07;total_deaths;339
Costa Rica;2021-08;total_deaths;490
Costa Rica;2021-09;total_deaths;758
Costa Rica;2021-10;total_deaths;840
Costa Rica;2021-11;total_deaths;258
Costa Rica;2021-12;total_deaths;62
Costa Rica;2022-01;total_deaths;184
Costa Rica;2022-02;total_deaths;466
Costa Rica;2022-03;total_deaths;267
Costa Rica;2022-04;total_deaths;117
Costa Rica;2022-05;total_deaths;112
Costa Rica;2022-06;total_deaths;64
Costa Rica;2022-07;total_deaths;181
Costa Rica;2022-08;total_deaths;116
Costa Rica;2022-09;total_deaths;97
Costa Rica;2022-10;total_deaths;46
Costa Rica;2022-11;total_deaths;39
Costa Rica;2022-12;total_deaths;34
Costa Rica;2023-01;total_deaths;86
Dominican Republic;2020-02;total_deaths;0
Dominican Republic;2020-03;total_deaths;20
Dominican Republic;2020-04;total_deaths;253
Dominican Republic;2020-05;total_deaths;225
Dominican Republic;2020-06;total_deaths;220
Dominican Republic;2020-07;total_deaths;337
Dominican Republic;2020-08;total_deaths;618
Dominican Republic;2020-09;total_deaths;420
Dominican Republic;2020-10;total_deaths;127
Dominican Republic;2020-11;total_deaths;108
Dominican Republic;2020-12;total_deaths;76
Dominican Republic;2021-01;total_deaths;242
Dominican Republic;2021-02;total_deaths;447
Dominican Republic;2021-03;total_deaths;209
Dominican Republic;2021-04;total_deaths;149
Dominican Republic;2021-05;total_deaths;177
Dominican Republic;2021-06;total_deaths;168
Dominican Republic;2021-07;total_deaths;141
Dominican Republic;2021-08;total_deaths;70
Dominican Republic;2021-09;total_deaths;31
Dominican Republic;2021-10;total_deaths;91
Dominican Republic;2021-11;total_deaths;75
Dominican Republic;2021-12;total_deaths;33
Dominican Republic;2022-01;total_deaths;64
Dominican Republic;2022-02;total_deaths;67
Dominican Republic;2022-03;total_deaths;7
Dominican Republic;2022-04;total_deaths;1
Dominican Republic;2022-05;total_deaths;1
Dominican Republic;2022-06;total_deaths;6
Dominican Republic;2022-07;total_deaths;0
Dominican Republic;2022-08;total_deaths;1
Dominican Republic;2022-09;total_deaths;0
Dominican Republic;2022-10;total_deaths;0
Dominican Republic;2022-11;total_deaths;0
Dominican Republic;2022-12;total_deaths;0
Dominican Republic;2023-01;total_deaths;0
El Salvador;2020-02;total_deaths;0
El Salvador;2020-03;total_deaths;0
El Salvador;2020-04;total_deaths;8
El Salvador;2020-05;total_deaths;36
El Salvador;2020-06;total_deaths;99
El Salvador;2020-07;total_deaths;247
El Salvador;2020-08;total_deaths;318
El Salvador;2020-09;total_deaths;118
El Salvador;2020-10;total_deaths;118
El Salvador;2020-11;total_deaths;163
El Salvador;2020-12;total_deaths;190
El Salvador;2021-01;total_deaths;317
El Salvador;2021-02;total_deaths;233
El Salvador;2021-03;total_deaths;151
El Salvador;2021-04;total_deaths;100
El Salvador;2021-05;total_deaths;143
El Salvador;2021-06;total_deaths;120
El Salvador;2021-07;total_deaths;186
El Salvador;2021-08;total_deaths;343
El Salvador;2021-09;total_deaths;284
El Salvador;2021-10;total_deaths;448
El Salvador;2021-11;total_deaths;147
El Salvador;2021-12;total_deaths;49
El Salvador;2022-01;total_deaths;66
El Salvador;2022-02;total_deaths;184
El Salvador;2022-03;total_deaths;48
El Salvador;2022-04;total_deaths;11
El Salvador;2022-05;total_deaths;4
El Salvador;2022-06;total_deaths;8
El Salvador;2022-07;total_deaths;55
El Salvador;2022-08;total_deaths;26
El Salvador;2022-09;total_deaths;9
El Salvador;2022-10;total_deaths;1
El Salvador;2022-11;total_deaths;0
El Salvador;2022-12;total_deaths;0
El Salvador;2023-01;total_deaths;0
Guatemala;2020-02;total_deaths;0
Guatemala;2020-03;total_deaths;1
Guatemala;2020-04;total_deaths;12
Guatemala;2020-05;total_deaths;77
Guatemala;2020-06;total_deaths;582
Guatemala;2020-07;total_deaths;1027
Guatemala;2020-08;total_deaths;1029
Guatemala;2020-09;total_deaths;485
Guatemala;2020-10;total_deaths;396
Guatemala;2020-11;total_deaths;552
Guatemala;2020-12;total_deaths;602
Guatemala;2021-01;total_deaths;855
Guatemala;2021-02;total_deaths;756
Guatemala;2021-03;total_deaths;420
Guatemala;2021-04;total_deaths;601
Guatemala;2021-05;total_deaths;726
Guatemala;2021-06;total_deaths;887
Guatemala;2021-07;total_deaths;1085
Guatemala;2021-08;total_deaths;1725
Guatemala;2021-09;total_deaths;1513
Guatemala;2021-10;total_deaths;1689
Guatemala;2021-11;total_deaths;897
Guatemala;2021-12;total_deaths;178
Guatemala;2022-01;total_deaths;248
Guatemala;2022-02;total_deaths;596
Guatemala;2022-03;total_deaths;335
Guatemala;2022-04;total_deaths;222
Guatemala;2022-05;total_deaths;588
Guatemala;2022-06;total_deaths;385
Guatemala;2022-07;total_deaths;536
Guatemala;2022-08;total_deaths;446
Guatemala;2022-09;total_deaths;297
Guatemala;2022-10;total_deaths;134
Guatemala;2022-11;total_deaths;62
Guatemala;2022-12;total_deaths;46
Guatemala;2023-01;total_deaths;102
Honduras;2020-02;total_deaths;0
Honduras;2020-03;total_deaths;1
Honduras;2020-04;total_deaths;54
Honduras;2020-05;total_deaths;144
Honduras;2020-06;total_deaths;272
Honduras;2020-07;total_deaths;590
Honduras;2020-08;total_deaths;766
Honduras;2020-09;total_deaths;444
Honduras;2020-10;total_deaths;341
Honduras;2020-11;total_deaths;287
Honduras;2020-12;total_deaths;162
Honduras;2021-01;total_deaths;514
Honduras;2021-02;total_deaths;542
Honduras;2021-03;total_deaths;419
Honduras;2021-04;total_deaths;559
Honduras;2021-05;total_deaths;1189
Honduras;2021-06;total_deaths;618
Honduras;2021-07;total_deaths;692
Honduras;2021-08;total_deaths;1238
Honduras;2021-09;total_deaths;847
Honduras;2021-10;total_deaths;561
Honduras;2021-11;total_deaths;163
Honduras;2021-12;total_deaths;26
Honduras;2022-01;total_deaths;75
Honduras;2022-02;total_deaths;271
Honduras;2022-03;total_deaths;96
Honduras;2022-04;total_deaths;22
Honduras;2022-05;total_deaths;6
Honduras;2022-06;total_deaths;6
Honduras;2022-07;total_deaths;27
Honduras;2022-08;total_deaths;41
Honduras;2022-09;total_deaths;19
Honduras;2022-10;total_deaths;47
Honduras;2022-11;total_deaths;4
Honduras;2022-12;total_deaths;20
Honduras;2023-01;total_deaths;41
Nicaragua;2020-02;total_deaths;0
Nicaragua;2020-03;total_deaths;1
Nicaragua;2020-04;total_deaths;2
Nicaragua;2020-05;total_deaths;32
Nicaragua;2020-06;total_deaths;39
Nicaragua;2020-07;total_deaths;34
Nicaragua;2020-08;total_deaths;29
Nicaragua;2020-09;total_deaths;12
Nicaragua;2020-10;total_deaths;6
Nicaragua;2020-11;total_deaths;5
Nicaragua;2020-12;total_deaths;4
Nicaragua;2021-01;total_deaths;5
Nicaragua;2021-02;total_deaths;4
Nicaragua;2021-03;total_deaths;4
Nicaragua;2021-04;total_deaths;4
Nicaragua;2021-05;total_deaths;5
Nicaragua;2021-06;total_deaths;4
Nicaragua;2021-07;total_deaths;4
Nicaragua;2021-08;total_deaths;5
Nicaragua;2021-09;total_deaths;4
Nicaragua;2021-10;total_deaths;5
Nicaragua;2021-11;total_deaths;4
Nicaragua;2021-12;total_deaths;4
Nicaragua;2022-01;total_deaths;4
Nicaragua;2022-02;total_deaths;4
Nicaragua;2022-03;total_deaths;5
Nicaragua;2022-04;total_deaths;4
Nicaragua;2022-05;total_deaths;5
Nicaragua;2022-06;total_deaths;3
Nicaragua;2022-07;total_deaths;3
Nicaragua;2022-08;total_deaths;0
Nicaragua;2022-09;total_deaths;1
Nicaragua;2022-10;total_deaths;0
Nicaragua;2022-11;total_deaths;0
Nicaragua;2022-12;total_deaths;0
Nicaragua;2023-01;total_deaths;0
Panama;2020-02;total_deaths;0
Panama;2020-03;total_deaths;14
Panama;2020-04;total_deaths;140
Panama;2020-05;total_deaths;172
Panama;2020-06;total_deaths;249
Panama;2020-07;total_deaths;675
Panama;2020-08;total_deaths;716
Panama;2020-09;total_deaths;345
Panama;2020-10;total_deaths;311
Panama;2020-11;total_deaths;408
Panama;2020-12;total_deaths;726
Panama;2021-01;total_deaths;1465
Panama;2021-02;total_deaths;599
Panama;2021-03;total_deaths;267
Panama;2021-04;total_deaths;113
Panama;2021-05;total_deaths;165
Panama;2021-06;total_deaths;140
Panama;2021-07;total_deaths;238
Panama;2021-08;total_deaths;296
Panama;2021-09;total_deaths;158
Panama;2021-10;total_deaths;118
Panama;2021-11;total_deaths;45
Panama;2021-12;total_deaths;49
Panama;2022-01;total_deaths;271
Panama;2022-02;total_deaths;383
Panama;2022-03;total_deaths;99
Panama;2022-04;total_deaths;20
Panama;2022-05;total_deaths;62
Panama;2022-06;total_deaths;96
Panama;2022-07;total_deaths;85
Panama;2022-08;total_deaths;45
Panama;2022-09;total_deaths;27
Panama;2022-10;total_deaths;12
Panama;2022-11;total_deaths;17
Panama;2022-12;total_deaths;41
Panama;2023-01;total_deaths;29
Belize;2020-02;genome_count;0
Belize;2020-03;genome_count;3
Belize;2020-04;genome_count;1
Belize;2020-05;genome_count;0
Belize;2020-06;genome_count;0
Belize;2020-07;genome_count;0
Belize;2020-08;genome_count;5
Belize;2020-09;genome_count;2
Belize;2020-10;genome_count;10
Belize;2020-11;genome_count;1
Belize;2020-12;genome_count;19
Belize;2021-01;genome_count;45
Belize;2021-02;genome_count;22
Belize;2021-03;genome_count;3
Belize;2021-04;genome_count;4
Belize;2021-05;genome_count;18
Belize;2021-06;genome_count;48
Belize;2021-07;genome_count;76
Belize;2021-08;genome_count;64
Belize;2021-09;genome_count;1
Belize;2021-10;genome_count;42
Belize;2021-11;genome_count;36
Belize;2021-12;genome_count;188
Belize;2022-01;genome_count;105
Belize;2022-02;genome_count;64
Belize;2022-03;genome_count;41
Belize;2022-04;genome_count;3
Belize;2022-05;genome_count;78
Belize;2022-06;genome_count;42
Belize;2022-07;genome_count;81
Belize;2022-08;genome_count;28
Belize;2022-09;genome_count;1
Belize;2022-10;genome_count;2
Belize;2022-11;genome_count;33
Belize;2022-12;genome_count;5
Belize;2023-01;genome_count;0
Costa Rica;2020-02;genome_count;0
Costa Rica;2020-03;genome_count;50
Costa Rica;2020-04;genome_count;4
Costa Rica;2020-05;genome_count;2
Costa Rica;2020-06;genome_count;26
Costa Rica;2020-07;genome_count;48
Costa Rica;2020-08;genome_count;17
Costa Rica;2020-09;genome_count;17
Costa Rica;2020-10;genome_count;14
Costa Rica;2020-11;genome_count;21
Costa Rica;2020-12;genome_count;47
Costa Rica;2021-01;genome_count;76
Costa Rica;2021-02;genome_count;70
Costa Rica;2021-03;genome_count;169
Costa Rica;2021-04;genome_count;134
Costa Rica;2021-05;genome_count;88
Costa Rica;2021-06;genome_count;111
Costa Rica;2021-07;genome_count;187
Costa Rica;2021-08;genome_count;284
Costa Rica;2021-09;genome_count;164
Costa Rica;2021-10;genome_count;322
Costa Rica;2021-11;genome_count;306
Costa Rica;2021-12;genome_count;385
Costa Rica;2022-01;genome_count;434
Costa Rica;2022-02;genome_count;415
Costa Rica;2022-03;genome_count;396
Costa Rica;2022-04;genome_count;398
Costa Rica;2022-05;genome_count;651
Costa Rica;2022-06;genome_count;683
Costa Rica;2022-07;genome_count;718
Costa Rica;2022-08;genome_count;683
Costa Rica;2022-09;genome_count;454
Costa Rica;2022-10;genome_count;509
Costa Rica;2022-11;genome_count;746
Costa Rica;2022-12;genome_count;544
Costa Rica;2023-01;genome_count;691
Dominican Republic;2020-02;genome_count;1
Dominican Republic;2020-03;genome_count;2
Dominican Republic;2020-04;genome_count;0
Dominican Republic;2020-05;genome_count;5
Dominican Republic;2020-06;genome_count;0
Dominican Republic;2020-07;genome_count;0
Dominican Republic;2020-08;genome_count;3
Dominican Republic;2020-09;genome_count;5
Dominican Republic;2020-10;genome_count;13
Dominican Republic;2020-11;genome_count;21
Dominican Republic;2020-12;genome_count;4
Dominican Republic;2021-01;genome_count;72
Dominican Republic;2021-02;genome_count;27
Dominican Republic;2021-03;genome_count;92
Dominican Republic;2021-04;genome_count;22
Dominican Republic;2021-05;genome_count;198
Dominican Republic;2021-06;genome_count;34
Dominican Republic;2021-07;genome_count;34
Dominican Republic;2021-08;genome_count;16
Dominican Republic;2021-09;genome_count;5
Dominican Republic;2021-10;genome_count;294
Dominican Republic;2021-11;genome_count;96
Dominican Republic;2021-12;genome_count;202
Dominican Republic;2022-01;genome_count;21
Dominican Republic;2022-02;genome_count;13
Dominican Republic;2022-03;genome_count;1
Dominican Republic;2022-04;genome_count;10
Dominican Republic;2022-05;genome_count;199
Dominican Republic;2022-06;genome_count;80
Dominican Republic;2022-07;genome_count;216
Dominican Republic;2022-08;genome_count;206
Dominican Republic;2022-09;genome_count;135
Dominican Republic;2022-10;genome_count;80
Dominican Republic;2022-11;genome_count;236
Dominican Republic;2022-12;genome_count;184
Dominican Republic;2023-01;genome_count;58
El Salvador;2020-02;genome_count;0
El Salvador;2020-03;genome_count;0
El Salvador;2020-04;genome_count;0
El Salvador;2020-05;genome_count;0
El Salvador;2020-06;genome_count;0
El Salvador;2020-07;genome_count;0
El Salvador;2020-08;genome_count;0
El Salvador;2020-09;genome_count;1
El Salvador;2020-10;genome_count;0
El Salvador;2020-11;genome_count;0
El Salvador;2020-12;genome_count;0
El Salvador;2021-01;genome_count;0
El Salvador;2021-02;genome_count;0
El Salvador;2021-03;genome_count;0
El Salvador;2021-04;genome_count;95
El Salvador;2021-05;genome_count;9
El Salvador;2021-06;genome_count;5
El Salvador;2021-07;genome_count;108
El Salvador;2021-08;genome_count;17
El Salvador;2021-09;genome_count;0
El Salvador;2021-10;genome_count;0
El Salvador;2021-11;genome_count;59
El Salvador;2021-12;genome_count;24
El Salvador;2022-01;genome_count;144
El Salvador;2022-02;genome_count;1
El Salvador;2022-03;genome_count;1
El Salvador;2022-04;genome_count;7
El Salvador;2022-05;genome_count;36
El Salvador;2022-06;genome_count;6
El Salvador;2022-07;genome_count;99
El Salvador;2022-08;genome_count;1
El Salvador;2022-09;genome_count;0
El Salvador;2022-10;genome_count;0
El Salvador;2022-11;genome_count;10
El Salvador;2022-12;genome_count;1
El Salvador;2023-01;genome_count;0
Guatemala;2020-02;genome_count;0
Guatemala;2020-03;genome_count;10
Guatemala;2020-04;genome_count;0
Guatemala;2020-05;genome_count;8
Guatemala;2020-06;genome_count;30
Guatemala;2020-07;genome_count;17
Guatemala;2020-08;genome_count;4
Guatemala;2020-09;genome_count;12
Guatemala;2020-10;genome_count;87
Guatemala;2020-11;genome_count;30
Guatemala;2020-12;genome_count;26
Guatemala;2021-01;genome_count;117
Guatemala;2021-02;genome_count;27
Guatemala;2021-03;genome_count;46
Guatemala;2021-04;genome_count;39
Guatemala;2021-05;genome_count;31
Guatemala;2021-06;genome_count;167
Guatemala;2021-07;genome_count;200
Guatemala;2021-08;genome_count;162
Guatemala;2021-09;genome_count;307
Guatemala;2021-10;genome_count;101
Guatemala;2021-11;genome_count;47
Guatemala;2021-12;genome_count;164
Guatemala;2022-01;genome_count;160
Guatemala;2022-02;genome_count;73
Guatemala;2022-03;genome_count;94
Guatemala;2022-04;genome_count;93
Guatemala;2022-05;genome_count;102
Guatemala;2022-06;genome_count;116
Guatemala;2022-07;genome_count;312
Guatemala;2022-08;genome_count;285
Guatemala;2022-09;genome_count;58
Guatemala;2022-10;genome_count;71
Guatemala;2022-11;genome_count;459
Guatemala;2022-12;genome_count;787
Guatemala;2023-01;genome_count;262
Honduras;2020-02;genome_count;0
Honduras;2020-03;genome_count;0
Honduras;2020-04;genome_count;0
Honduras;2020-05;genome_count;0
Honduras;2020-06;genome_count;0
Honduras;2020-07;genome_count;0
Honduras;2020-08;genome_count;0
Honduras;2020-09;genome_count;0
Honduras;2020-10;genome_count;0
Honduras;2020-11;genome_count;0
Honduras;2020-12;genome_count;0
